mscn_sol,JPL
mscn,36
lat,
lon,
mscn_area,116299.1143
CRI Filter,land
land_area,19340.3468
Solution,JPL RL06M v01 Mascons
Acknowledgement,"GRACE land are available at http://grace.jpl.nasa.gov, supported by the NASA MEaSUREs Program."
Citation 1,"D.N. Wiese. 2015. GRACE monthly global water mass grids NETCDF RELEASE 5.0. Ver. 5.0. PO.DAAC, CA, USA. Dataset accessed 2017-07-01 at http://dx.doi.org/10.5067/TEMSC-OCL05."
Citation 2,"Watkins, M. M., D. N. Wiese, D.-N. Yuan, C. Boening, and F. W. Landerer (2015), Improved methods for observing Earth’s time variable mass distribution with GRACE using spherical cap mascons, J. Geophys. Res. Solid Earth, 120, doi:10.1002/2014JB011547."
Citation 3,"Wiese, D. N., F. W. Landerer, and M. M. Watkins (2016), Quantifying and reducing leakage errors in the JPL RL05M GRACE mascon solution, Water Resour. Res., 52, 7490–7502, doi:10.1002/2016WR019344."
Data Portal,http://ccar.colorado.edu/grace/

days since 1/1/2002,cmwe
106.5,93.726
129.5,115.505
227.5,58.462
258,53.941
288.5,51.19
319,44.013
349.5,44.163
380.5,43.234
410,48.982
439.5,55.269
470,47.739
495.5,43.479
561.5,34.453
592.5,14.416
623,7.712
653,0.727
684,11.022
714.5,25.386
736.5,17.854
777,30.444
805.5,26.678
836,34.656
866.5,34.142
897,28.959
927.5,18.755
958.5,-1.757
989,-5.712
1019.5,-10.61
1050,0.918
1080.5,18.744
1111.5,29.138
1141,25.334
1170.5,22.268
1201,27.862
1231.5,28.828
1262,13.973
1292.5,-10.011
1323.5,-23.291
1354,-18.046
1384.5,-15.025
1415,-9.975
1445.5,-1.066
1476.5,9.617
1506,11.524
1535.5,17.081
1566,25.679
1596.5,29.138
1627,17.243
1657.5,4.293
1688.5,-3.422
1719,-11.735
1749.5,-12.818
1780,0.729
1810.5,11.994
1841.5,18.79
1871,2.989
1900.5,10.857
1931,25.93
1961.5,25.359
1992,9.428
2022.5,-0.409
2053.5,-12.061
2084,-20.949
2114.5,-19.039
2145,-6.978
2175.5,7.116
2206.5,18.158
2236.5,6.704
2266.5,11.839
2297,7.013
2327.5,1.548
2358,4.979
2388.5,-19.313
2419.5,-42.515
2450,-46.094
2480.5,-33.13
2511,-21.122
2541.5,-15.469
2572.5,-16.562
2602,-14.132
2631.5,-13.56
2662,-1.875
2692.5,-3.437
2723,-18.095
2753.5,-29.529
2784.5,-36.23
2815,-43.395
2845.5,-43.89
2876,-31.92
2906.5,-23.386
2937.5,-28.222
2967,-24.937
2996.5,-30.439
3027,-32.726
3057.5,-29.219
3088,-37.249
3118.5,-54.93
3149.5,-71.538
3180,-80.719
3210.5,-72.197
3241,-64.323
3269.5,-50.987
3335.5,-38.092
3361.5,-32.519
3392,-37.394
3422.5,-37.011
3485.5,-52.39
3514.5,-75.138
3545,-78.438
3575.5,-77.495
3591.5,-78.531
3652,-46.129
3667.5,-48.906
3697.5,-47.549
3727.5,-41.148
3746.5,-44.967
3819,-47.759
3849.5,-68.261
3880.5,-100.035
3908,-93.364
3974.5,-74.151
4002.5,-84.28
4033.5,-83.178
4062,-68.891
4128,-74.197
4153.5,-65.398
4184,-68.755
4214.5,-93.037
4306.5,-100.393
4337,-99.371
4367.5,-80.266
4391.5,-79.578
4457.5,-78.54
4488,-86.689
4518.5,-88.89
4546,-97.356
4610.5,-133.582
4641,-145.245
4671.5,-133.563
4703,-127.934
4769.5,-85.688
4793,-87.184
4822.5,-91.212
4853,-69.167
4864,-68.9
4943.5,-124.164
4975.5,-148.592
5004.5,-148.594
5104.5,-130.535
5128.5,-131.413
5157,-114.399
5188.5,-118.334
5253,-119.015
5280,-123.377
5309.5,-144.171
5346.5,-155.851
5444.5,-145.125
5471.5,-156.4
5499,-141.254
5568.5,-140.5
5592.5,-164.313
5610.5,-168.887
5640,-165.799
