mscn_sol,JPL
mscn,86
lat,
lon,
mscn_area,110638.9489
CRI Filter,land
land_area,14779.4664
Solution,JPL RL06M v01 Mascons
Acknowledgement,"GRACE land are available at http://grace.jpl.nasa.gov, supported by the NASA MEaSUREs Program."
Citation 1,"D.N. Wiese. 2015. GRACE monthly global water mass grids NETCDF RELEASE 5.0. Ver. 5.0. PO.DAAC, CA, USA. Dataset accessed 2017-07-01 at http://dx.doi.org/10.5067/TEMSC-OCL05."
Citation 2,"Watkins, M. M., D. N. Wiese, D.-N. Yuan, C. Boening, and F. W. Landerer (2015), Improved methods for observing Earth’s time variable mass distribution with GRACE using spherical cap mascons, J. Geophys. Res. Solid Earth, 120, doi:10.1002/2014JB011547."
Citation 3,"Wiese, D. N., F. W. Landerer, and M. M. Watkins (2016), Quantifying and reducing leakage errors in the JPL RL05M GRACE mascon solution, Water Resour. Res., 52, 7490–7502, doi:10.1002/2016WR019344."
Data Portal,http://ccar.colorado.edu/grace/

days since 1/1/2002,cmwe
106.5,448.699
129.5,478.964
227.5,428.582
258,401.073
288.5,411.61
319,413.985
349.5,395.132
380.5,369.993
410,358.094
439.5,349.443
470,343.496
495.5,346.453
561.5,277.724
592.5,286.636
623,297.275
653,298.097
684,277.956
714.5,259.402
736.5,258.117
777,249.097
805.5,237.136
836,233.317
866.5,210.082
897,200.461
927.5,196.077
958.5,206.686
989,200.299
1019.5,181.532
1050,206.71
1080.5,222.367
1111.5,216.343
1141,197.912
1170.5,199.916
1201,191.21
1231.5,188.435
1262,188.374
1292.5,171.873
1323.5,133.147
1354,114.048
1384.5,111.112
1415,119.101
1445.5,135.939
1476.5,106.669
1506,101.958
1535.5,79.817
1566,73.939
1596.5,73.913
1627,73.072
1657.5,53.02
1688.5,29.699
1719,15.075
1749.5,39.945
1780,27.392
1810.5,33.523
1841.5,18.855
1871,7.6
1900.5,0.427
1931,6.934
1961.5,-7.884
1992,-16.351
2022.5,-21.746
2053.5,-55.798
2084,-70.677
2114.5,-67.567
2145,-74.843
2175.5,-78.919
2206.5,-76.657
2236.5,-77.429
2266.5,-85.165
2297,-108.935
2327.5,-129.929
2358,-119.796
2388.5,-136.919
2419.5,-154.263
2450,-183.608
2480.5,-203.344
2511,-193.02
2541.5,-172.376
2572.5,-172.828
2602,-210.186
2631.5,-222.001
2662,-232.471
2692.5,-246.534
2723,-236.748
2753.5,-263.984
2784.5,-319.022
2815,-351.852
2845.5,-348.786
2876,-338.324
2906.5,-333.171
2937.5,-355.479
2967,-363.987
2996.5,-373.876
3027,-372.169
3057.5,-373.492
3088,-397.439
3118.5,-433.962
3149.5,-462.885
3180,-473.637
3210.5,-479.293
3241,-486.379
3269.5,-497.534
3335.5,-503.369
3361.5,-498.765
3392,-514.562
3422.5,-537.118
3485.5,-585.721
3514.5,-611.358
3545,-617.311
3575.5,-618.91
3591.5,-621.522
3652,-623.289
3667.5,-634.249
3697.5,-636.966
3727.5,-663.577
3746.5,-665.085
3819,-679.026
3849.5,-690.994
3880.5,-736.133
3908,-766.322
3974.5,-760.294
4002.5,-732.83
4033.5,-768.727
4062,-792.434
4128,-806.971
4153.5,-803.254
4184,-793.287
4214.5,-799.625
4306.5,-830.864
4337,-817.779
4367.5,-822.418
4391.5,-842.274
4457.5,-886.411
4488,-886.568
4518.5,-893.383
4546,-900.041
4610.5,-938.992
4641,-935.708
4671.5,-935.568
4703,-936.224
4769.5,-961.242
4793,-950.773
4822.5,-975.096
4853,-981.371
4864,-999.564
4943.5,-1042.361
4975.5,-1055.089
5004.5,-1064.803
5104.5,-1079.48
5128.5,-1049.598
5157,-1093.439
5188.5,-1118.957
5253,-1135.359
5280,-1122.329
5309.5,-1130.967
5346.5,-1181.44
5444.5,-1185.953
5471.5,-1194.301
5499,-1186.69
5568.5,-1242.84
5592.5,-1265.95
5610.5,-1280.856
5640,-1261.74
