mscn_sol,JPL
mscn,266
lat,
lon,
mscn_area,109691.782
CRI Filter,land
land_area,82574.4096
Solution,JPL RL06M v01 Mascons
Acknowledgement,"GRACE land are available at http://grace.jpl.nasa.gov, supported by the NASA MEaSUREs Program."
Citation 1,"D.N. Wiese. 2015. GRACE monthly global water mass grids NETCDF RELEASE 5.0. Ver. 5.0. PO.DAAC, CA, USA. Dataset accessed 2017-07-01 at http://dx.doi.org/10.5067/TEMSC-OCL05."
Citation 2,"Watkins, M. M., D. N. Wiese, D.-N. Yuan, C. Boening, and F. W. Landerer (2015), Improved methods for observing Earth’s time variable mass distribution with GRACE using spherical cap mascons, J. Geophys. Res. Solid Earth, 120, doi:10.1002/2014JB011547."
Citation 3,"Wiese, D. N., F. W. Landerer, and M. M. Watkins (2016), Quantifying and reducing leakage errors in the JPL RL05M GRACE mascon solution, Water Resour. Res., 52, 7490–7502, doi:10.1002/2016WR019344."
Data Portal,http://ccar.colorado.edu/grace/

days since 1/1/2002,cmwe
106.5,115.307
129.5,130.371
227.5,98.979
258,97.432
288.5,97.354
319,106.343
349.5,110.386
380.5,125.21
410,142.52
439.5,153.467
470,168.591
495.5,169.952
561.5,161.944
592.5,140.123
623,115.427
653,109.913
684,118.508
714.5,124.337
736.5,123.628
777,126.907
805.5,130.27
836,137.877
866.5,146.399
897,140.726
927.5,129.215
958.5,102.171
989,84.054
1019.5,76.413
1050,78.008
1080.5,69.344
1111.5,68.134
1141,73.021
1170.5,78.548
1201,83.67
1231.5,83.104
1262,73.984
1292.5,59.757
1323.5,30.564
1354,14.419
1384.5,13.373
1415,19.435
1445.5,27.39
1476.5,25.019
1506,33.174
1535.5,42.889
1566,39.83
1596.5,29.928
1627,27.752
1657.5,11.159
1688.5,-10.662
1719,-18.77
1749.5,-24.425
1780,-29.844
1810.5,-36.219
1841.5,-27.144
1871,-3.928
1900.5,4.035
1931,7.017
1961.5,7.399
1992,6.107
2022.5,-16.555
2053.5,-41.357
2084,-54.193
2114.5,-67.987
2145,-59.375
2175.5,-49.101
2206.5,-43.792
2236.5,-48.159
2266.5,-45.094
2297,-36.607
2327.5,-33.06
2358,-34.92
2388.5,-55.369
2419.5,-93.628
2450,-113.018
2480.5,-107.684
2511,-100.935
2541.5,-86.091
2572.5,-77.517
2602,-77.632
2631.5,-61.982
2662,-59.52
2692.5,-56.787
2723,-55.661
2753.5,-73.556
2784.5,-98.365
2815,-107.86
2845.5,-104.411
2876,-102.736
2906.5,-90.782
2937.5,-86
2967,-69.984
2996.5,-66.051
3027,-68.017
3057.5,-63.124
3088,-82.159
3118.5,-105.744
3149.5,-133.835
3180,-166.299
3210.5,-160.524
3241,-164.416
3269.5,-160.43
3335.5,-148.734
3361.5,-141.506
3392,-146.6
3422.5,-153.731
3485.5,-161.923
3514.5,-183.581
3545,-204.604
3575.5,-210.483
3591.5,-212.02
3652,-207.191
3667.5,-194.57
3697.5,-190.141
3727.5,-178.008
3746.5,-164.614
3819,-164.112
3849.5,-201.277
3880.5,-262.087
3908,-281.427
3974.5,-257.785
4002.5,-240.698
4033.5,-239.934
4062,-221.448
4128,-212.66
4153.5,-207.48
4184,-206.354
4214.5,-218.596
4306.5,-249.723
4337,-246.754
4367.5,-241.443
4391.5,-232.153
4457.5,-197.675
4488,-191.674
4518.5,-181.266
4546,-191.241
4610.5,-230.06
4641,-247.962
4671.5,-253.437
4703,-253.852
4769.5,-250.555
4793,-249.097
4822.5,-238.605
4853,-241.394
4864,-237.195
4943.5,-242.713
4975.5,-267.299
5004.5,-277.342
5104.5,-268.796
5128.5,-257.34
5157,-253.08
5188.5,-245.656
5253,-218.766
5280,-222.312
5309.5,-244.942
5346.5,-282.345
5444.5,-282.714
5471.5,-287.607
5499,-276.155
5568.5,-275.478
5592.5,-253.229
5610.5,-265.779
5640,-271.946
