mscn_sol,JPL
mscn,33
lat,
lon,
mscn_area,116299.1143
CRI Filter,land
land_area,94701.4443
Solution,JPL RL06M v01 Mascons
"Acknowledgement,""GRACE land are available at http://grace.jpl.nasa.gov, supported by the NASA MEaSUREs Program."""
"Citation 1,""D.N. Wiese. 2015. GRACE monthly global water mass grids NETCDF RELEASE 5.0. Ver. 5.0. PO.DAAC, CA, USA. Dataset accessed 2017-07-01 at http://dx.doi.org/10.5067/TEMSC-OCL05."""
"Citation 2,""Watkins, M. M., D. N. Wiese, D.-N. Yuan, C. Boening, and F. W. Landerer (2015), Improved methods for observing Earth’s time variable mass distribution with GRACE using spherical cap mascons, J. Geophys. Res. Solid Earth, 120, doi:10.1002/2014JB011547."""
"Citation 3,""Wiese, D. N., F. W. Landerer, and M. M. Watkins (2016), Quantifying and reducing leakage errors in the JPL RL05M GRACE mascon solution, Water Resour. Res., 52, 7490–7502, doi:10.1002/2016WR019344."""
Data Portal,http://ccar.colorado.edu/grace/

days since 1/1/2002,cmwe
106.5,45.546
129.5,50.479
227.5,40.246
258,35.532
288.5,38.731
319,39.71
349.5,37.743
380.5,36.26
410,40.125
439.5,40.796
470,38.763
495.5,40.123
561.5,29.224
592.5,23.254
623,25.221
653,22.391
684,25.388
714.5,27.747
736.5,29.383
777,27.523
805.5,25.975
836,30.977
866.5,27.196
897,27.389
927.5,28.107
958.5,22.372
989,24.179
1019.5,23.222
1050,28.313
1080.5,32.563
1111.5,33.776
1141,35.173
1170.5,35.457
1201,33.544
1231.5,34.189
1262,31.043
1292.5,21.331
1323.5,6.189
1354,8.248
1384.5,9.485
1415,10.271
1445.5,13.149
1476.5,16.449
1506,14.35
1535.5,12.936
1566,13.363
1596.5,9.991
1627,13.227
1657.5,6.899
1688.5,5.732
1719,3.545
1749.5,2.157
1780,9.026
1810.5,12.114
1841.5,14.212
1871,7.844
1900.5,8.648
1931,12.785
1961.5,12.342
1992,10.016
2022.5,4.27
2053.5,-7.554
2084,-12.119
2114.5,-12.7
2145,-7.948
2175.5,-2.538
2206.5,0.46
2236.5,-2.207
2266.5,-0.844
2297,-3.74
2327.5,-6.852
2358,-8.053
2388.5,-23.304
2419.5,-36.658
2450,-38.944
2480.5,-35.928
2511,-34.965
2541.5,-29.44
2572.5,-31.037
2602,-32.893
2631.5,-36.242
2662,-32.681
2692.5,-30.047
2723,-34.8
2753.5,-43.898
2784.5,-55.886
2815,-58.978
2845.5,-60.26
2876,-55.984
2906.5,-52.917
2937.5,-53.721
2967,-53.943
2996.5,-55.5
3027,-58.127
3057.5,-52.784
3088,-52.681
3118.5,-69.515
3149.5,-76.519
3180,-76.817
3210.5,-73.926
3241,-70.378
3269.5,-65.368
3335.5,-64.759
3361.5,-61.479
3392,-60.729
3422.5,-62.026
3485.5,-86.998
3514.5,-107.115
3545,-107.259
3575.5,-104.26
3591.5,-104.544
3652,-95.097
3667.5,-100.694
3697.5,-98.424
3727.5,-95.098
3746.5,-98.216
3819,-103.614
3849.5,-119.039
3880.5,-136.169
3908,-137.209
3974.5,-131.839
4002.5,-137.455
4033.5,-130.814
4062,-131.563
4128,-136.352
4153.5,-130.876
4184,-124.502
4214.5,-129.626
4306.5,-128.827
4337,-124.855
4367.5,-117.806
4391.5,-120.81
4457.5,-122.235
4488,-125.819
4518.5,-125.686
4546,-125.397
4610.5,-146.37
4641,-146.2
4671.5,-147.663
4703,-143.367
4769.5,-134.354
4793,-133.168
4822.5,-136.631
4853,-131.815
4864,-132.091
4943.5,-159.667
4975.5,-170.819
5004.5,-169.164
5104.5,-164.41
5128.5,-162.706
5157,-156.49
5188.5,-154.776
5253,-163.564
5280,-160.405
5309.5,-168.586
5346.5,-180.85
5444.5,-168.565
5471.5,-169.373
5499,-160.655
5568.5,-165.402
5592.5,-178.135
5610.5,-178.067
5640,-169.973
