mscn_sol,JPL
mscn,57
lat,
lon,
mscn_area,115926.8779
CRI Filter,land
land_area,115926.8779
Solution,JPL RL06M v01 Mascons
Acknowledgement,"GRACE land are available at http://grace.jpl.nasa.gov, supported by the NASA MEaSUREs Program."
Citation 1,"D.N. Wiese. 2015. GRACE monthly global water mass grids NETCDF RELEASE 5.0. Ver. 5.0. PO.DAAC, CA, USA. Dataset accessed 2017-07-01 at http://dx.doi.org/10.5067/TEMSC-OCL05."
Citation 2,"Watkins, M. M., D. N. Wiese, D.-N. Yuan, C. Boening, and F. W. Landerer (2015), Improved methods for observing Earth’s time variable mass distribution with GRACE using spherical cap mascons, J. Geophys. Res. Solid Earth, 120, doi:10.1002/2014JB011547."
Citation 3,"Wiese, D. N., F. W. Landerer, and M. M. Watkins (2016), Quantifying and reducing leakage errors in the JPL RL05M GRACE mascon solution, Water Resour. Res., 52, 7490–7502, doi:10.1002/2016WR019344."
Data Portal,http://ccar.colorado.edu/grace/

days since 1/1/2002,cmwe
106.5,0.24
129.5,-0.856
227.5,-4.162
258,-4.282
288.5,-4.285
319,-3.584
349.5,-3.563
380.5,-2.329
410,-3.3
439.5,-2.343
470,-2.903
495.5,-2.758
561.5,-5.52
592.5,-5.015
623,-3.751
653,-4.15
684,-4.404
714.5,-3.142
736.5,-3.462
777,-3.329
805.5,-3.693
836,-3.352
866.5,-4.037
897,-3.292
927.5,-3.69
958.5,-3.754
989,-4.082
1019.5,-3.016
1050,-2.5
1080.5,-0.462
1111.5,-0.943
1141,-0.403
1170.5,1.59
1201,1.504
1231.5,1.911
1262,2.927
1292.5,0.726
1323.5,-0.103
1354,-1.269
1384.5,-0.142
1415,-0.283
1445.5,1.196
1476.5,0.246
1506,1.025
1535.5,1.372
1566,1.451
1596.5,1.054
1627,1.842
1657.5,0.83
1688.5,0.214
1719,-0.243
1749.5,0.264
1780,1.352
1810.5,1.358
1841.5,0.492
1871,1.973
1900.5,1.874
1931,1.587
1961.5,1.814
1992,2.504
2022.5,1.446
2053.5,0.47
2084,0.183
2114.5,-0.921
2145,-1.066
2175.5,0.306
2206.5,0.179
2236.5,1.278
2266.5,2.268
2297,2.686
2327.5,2.319
2358,1.437
2388.5,0.665
2419.5,-0.525
2450,-0.142
2480.5,-0.715
2511,-0.889
2541.5,0.448
2572.5,2.317
2602,1.138
2631.5,0.808
2662,1.39
2692.5,0.895
2723,2.092
2753.5,0.727
2784.5,-1.972
2815,-2.032
2845.5,-1.087
2876,-1.618
2906.5,-1.135
2937.5,0.529
2967,-0.25
2996.5,0.922
3027,-0.038
3057.5,2.044
3088,1.427
3118.5,-1.137
3149.5,-1.219
3180,-0.921
3210.5,0.375
3241,1.095
3269.5,2.711
3335.5,4.149
3361.5,5.066
3392,5.935
3422.5,6.368
3485.5,5.584
3514.5,5.814
3545,6.878
3575.5,6.356
3591.5,7.119
3652,8.259
3667.5,8.043
3697.5,9.218
3727.5,11.574
3746.5,11.932
3819,12.654
3849.5,11.681
3880.5,11.677
3908,11.681
3974.5,12.803
4002.5,13.042
4033.5,14.638
4062,14.33
4128,15.387
4153.5,15.505
4184,16.509
4214.5,14.571
4306.5,16.758
4337,16.665
4367.5,17.399
4391.5,17.017
4457.5,17.375
4488,17.176
4518.5,17.217
4546,16.643
4610.5,16.155
4641,15.991
4671.5,16.282
4703,17.282
4769.5,14.66
4793,16.668
4822.5,16.45
4853,15.485
4864,15.14
4943.5,13.365
4975.5,12.737
5004.5,12.052
5104.5,12.57
5128.5,13.013
5157,13.594
5188.5,12.912
5253,13.855
5280,14.218
5309.5,12.544
5346.5,11.207
5444.5,14.893
5471.5,16.007
5499,16.163
5568.5,15.768
5592.5,14.894
5610.5,13.882
5640,15.15
