mscn_sol,JPL
mscn,168
lat,
lon,
mscn_area,113230.1435
CRI Filter,land
land_area,7480.4003
Solution,JPL RL06M v01 Mascons
Acknowledgement,"GRACE land are available at http://grace.jpl.nasa.gov, supported by the NASA MEaSUREs Program."
Citation 1,"D.N. Wiese. 2015. GRACE monthly global water mass grids NETCDF RELEASE 5.0. Ver. 5.0. PO.DAAC, CA, USA. Dataset accessed 2017-07-01 at http://dx.doi.org/10.5067/TEMSC-OCL05."
Citation 2,"Watkins, M. M., D. N. Wiese, D.-N. Yuan, C. Boening, and F. W. Landerer (2015), Improved methods for observing Earth’s time variable mass distribution with GRACE using spherical cap mascons, J. Geophys. Res. Solid Earth, 120, doi:10.1002/2014JB011547."
Citation 3,"Wiese, D. N., F. W. Landerer, and M. M. Watkins (2016), Quantifying and reducing leakage errors in the JPL RL05M GRACE mascon solution, Water Resour. Res., 52, 7490–7502, doi:10.1002/2016WR019344."
Data Portal,http://ccar.colorado.edu/grace/

days since 1/1/2002,cmwe
106.5,-38.034
129.5,-24.993
227.5,-67
258,-46.621
288.5,-52.858
319,-33.609
349.5,-5.513
380.5,4.906
410,-39.17
439.5,-15.996
470,41.721
495.5,20.901
561.5,-43.353
592.5,-83.01
623,-75.112
653,-72.529
684,-128.8
714.5,-138.453
736.5,-147.944
777,-117.392
805.5,-103.165
836,-137.818
866.5,-107.91
897,-87.403
927.5,-131.922
958.5,-124.984
989,-125.591
1019.5,-108.353
1050,-131.627
1080.5,-134.511
1111.5,-137.441
1141,-124.846
1170.5,-133.306
1201,-120.779
1231.5,-123.572
1262,-84.68
1292.5,-112.127
1323.5,-132.315
1354,-161.781
1384.5,-175.162
1415,-128.017
1445.5,-130.418
1476.5,-135.025
1506,-119.823
1535.5,-112.882
1566,-101.859
1596.5,-49.895
1627,-55.129
1657.5,-64.371
1688.5,-93.178
1719,-64.507
1749.5,-22.423
1780,-38.096
1810.5,-66.628
1841.5,-45.538
1871,-3.586
1900.5,-31.283
1931,-0.009
1961.5,17.466
1992,47.303
2022.5,27.234
2053.5,-15.15
2084,-15.916
2114.5,14.725
2145,44.906
2175.5,33.78
2206.5,47.846
2236.5,54.021
2266.5,91.146
2297,103.09
2327.5,129.289
2358,133.043
2388.5,120.965
2419.5,90.9
2450,126.205
2480.5,103.366
2511,123.664
2541.5,132.467
2572.5,139.851
2602,190.772
2631.5,170.686
2662,186.576
2692.5,240.109
2723,259.252
2753.5,257.791
2784.5,230.457
2815,212.736
2845.5,242.233
2876,247.844
2906.5,238.643
2937.5,240.21
2967,232.088
2996.5,238.628
3027,240.824
3057.5,255.161
3088,248.704
3118.5,231.386
3149.5,189.156
3180,186.718
3210.5,191.941
3241,197.713
3269.5,159.611
3335.5,201.64
3361.5,183.111
3392,215.837
3422.5,274.165
3485.5,285.312
3514.5,264.128
3545,298.049
3575.5,295.811
3591.5,300.056
3652,321.778
3667.5,321.059
3697.5,371.802
3727.5,374.233
3746.5,384.847
3819,412.965
3849.5,370.636
3880.5,328.802
3908,299.546
3974.5,325.196
4002.5,358.449
4033.5,347.294
4062,358.727
4128,370.066
4153.5,376.561
4184,405.559
4214.5,395.626
4306.5,393.568
4337,370.143
4367.5,372.438
4391.5,411.889
4457.5,416.591
4488,476.801
4518.5,492.413
4546,466.812
4610.5,454.926
4641,418.655
4671.5,482.767
4703,471.722
4769.5,458.537
4793,462.82
4822.5,521.458
4853,536.559
4864,543.601
4943.5,520.827
4975.5,530.698
5004.5,520.318
5104.5,537.426
5128.5,526.535
5157,540.211
5188.5,499.003
5253,509.361
5280,514.523
5309.5,445.758
5346.5,437.784
5444.5,428.729
5471.5,428.871
5499,396.217
5568.5,370.356
5592.5,383.761
5610.5,424.052
5640,366.14
