mscn_sol,JPL
mscn,265
lat,
lon,
mscn_area,118129.6114
CRI Filter,land
land_area,71300.0286
Solution,JPL RL06M v01 Mascons
Acknowledgement,"GRACE land are available at http://grace.jpl.nasa.gov, supported by the NASA MEaSUREs Program."
Citation 1,"D.N. Wiese. 2015. GRACE monthly global water mass grids NETCDF RELEASE 5.0. Ver. 5.0. PO.DAAC, CA, USA. Dataset accessed 2017-07-01 at http://dx.doi.org/10.5067/TEMSC-OCL05."
Citation 2,"Watkins, M. M., D. N. Wiese, D.-N. Yuan, C. Boening, and F. W. Landerer (2015), Improved methods for observing Earth’s time variable mass distribution with GRACE using spherical cap mascons, J. Geophys. Res. Solid Earth, 120, doi:10.1002/2014JB011547."
Citation 3,"Wiese, D. N., F. W. Landerer, and M. M. Watkins (2016), Quantifying and reducing leakage errors in the JPL RL05M GRACE mascon solution, Water Resour. Res., 52, 7490–7502, doi:10.1002/2016WR019344."
Data Portal,http://ccar.colorado.edu/grace/

days since 1/1/2002,cmwe
106.5,50.058
129.5,57.238
227.5,43.561
258,25.668
288.5,31.711
319,19.34
349.5,32.662
380.5,34.255
410,32.483
439.5,28.548
470,34.821
495.5,41.321
561.5,22.671
592.5,-0.606
623,-5.292
653,-4.071
684,3.399
714.5,6.84
736.5,5.288
777,-1.37
805.5,9.875
836,25.728
866.5,26.71
897,21.651
927.5,5.932
958.5,0.994
989,2.346
1019.5,3.326
1050,-4.565
1080.5,9.726
1111.5,12.832
1141,34.884
1170.5,40.426
1201,40.585
1231.5,44.577
1262,41.095
1292.5,37.352
1323.5,35.142
1354,29.289
1384.5,23.39
1415,21.117
1445.5,35.046
1476.5,43.581
1506,49.527
1535.5,44.313
1566,36.43
1596.5,47.962
1627,42.989
1657.5,33.076
1688.5,17.383
1719,0.549
1749.5,-4.72
1780,-1.387
1810.5,3.969
1841.5,2.681
1871,-1.344
1900.5,4.999
1931,13.263
1961.5,18.114
1992,17.673
2022.5,-3.277
2053.5,-22.932
2084,-26.45
2114.5,-23.704
2145,-19.075
2175.5,-15.464
2206.5,-17.483
2236.5,-17.73
2266.5,-9.158
2297,-6.156
2327.5,-15.383
2358,-21.832
2388.5,-33.35
2419.5,-39.323
2450,-39.307
2480.5,-47.01
2511,-37.562
2541.5,-31.705
2572.5,-30.976
2602,-25.107
2631.5,-27.534
2662,-22.669
2692.5,-22.396
2723,-23.459
2753.5,-33.953
2784.5,-46.071
2815,-54.583
2845.5,-53.219
2876,-61.48
2906.5,-42.088
2937.5,-46.6
2967,-47.569
2996.5,-52.421
3027,-55.931
3057.5,-44.954
3088,-52.269
3118.5,-74.023
3149.5,-98.941
3180,-113.046
3210.5,-107.454
3241,-102.446
3269.5,-97.106
3335.5,-102.312
3361.5,-93.809
3392,-94.66
3422.5,-94.65
3485.5,-116.398
3514.5,-134.781
3545,-127.825
3575.5,-129.409
3591.5,-138.565
3652,-133.088
3667.5,-134.596
3697.5,-122.966
3727.5,-121.653
3746.5,-109.471
3819,-116.395
3849.5,-154.207
3880.5,-163.927
3908,-184.751
3974.5,-181.839
4002.5,-189.537
4033.5,-175.423
4062,-167.421
4128,-181.614
4153.5,-177.931
4184,-161.987
4214.5,-167.445
4306.5,-185.411
4337,-185.195
4367.5,-169.384
4391.5,-174.557
4457.5,-165.523
4488,-165.324
4518.5,-164.209
4546,-162.249
4610.5,-201.542
4641,-203.811
4671.5,-196.881
4703,-204.04
4769.5,-180.344
4793,-179.138
4822.5,-190.539
4853,-172.613
4864,-182.953
4943.5,-206.764
4975.5,-205.237
5004.5,-204.047
5104.5,-198.518
5128.5,-207.343
5157,-201.681
5188.5,-191.459
5253,-203.234
5280,-204.869
5309.5,-214.429
5346.5,-232.858
5444.5,-233.768
5471.5,-237.188
5499,-228.165
5568.5,-226.456
5592.5,-225.874
5610.5,-229.069
5640,-226.748
