mscn_sol,JPL
mscn,212
lat,
lon,
mscn_area,113393.5974
CRI Filter,land
land_area,112072.0889
Solution,JPL RL06M v01 Mascons
Acknowledgement,"GRACE land are available at http://grace.jpl.nasa.gov, supported by the NASA MEaSUREs Program."
Citation 1,"D.N. Wiese. 2015. GRACE monthly global water mass grids NETCDF RELEASE 5.0. Ver. 5.0. PO.DAAC, CA, USA. Dataset accessed 2017-07-01 at http://dx.doi.org/10.5067/TEMSC-OCL05."
Citation 2,"Watkins, M. M., D. N. Wiese, D.-N. Yuan, C. Boening, and F. W. Landerer (2015), Improved methods for observing Earth’s time variable mass distribution with GRACE using spherical cap mascons, J. Geophys. Res. Solid Earth, 120, doi:10.1002/2014JB011547."
Citation 3,"Wiese, D. N., F. W. Landerer, and M. M. Watkins (2016), Quantifying and reducing leakage errors in the JPL RL05M GRACE mascon solution, Water Resour. Res., 52, 7490–7502, doi:10.1002/2016WR019344."
Data Portal,http://ccar.colorado.edu/grace/

days since 1/1/2002,cmwe
106.5,27.301
129.5,28.971
227.5,5.735
258,1.883
288.5,8.171
319,5.194
349.5,10.106
380.5,11.371
410,10.587
439.5,11.531
470,12.003
495.5,15.355
561.5,-2.795
592.5,-17.457
623,-22.133
653,-18.26
684,-14.536
714.5,-4.769
736.5,-3.966
777,-6.708
805.5,-2.072
836,7.683
866.5,7.98
897,6.828
927.5,-1.725
958.5,-13.991
989,-17.089
1019.5,-17.778
1050,-11.508
1080.5,-6.043
1111.5,-3.332
1141,1.848
1170.5,5.761
1201,8.796
1231.5,13.902
1262,13.589
1292.5,6.181
1323.5,-2.641
1354,-5.581
1384.5,-1.217
1415,0.815
1445.5,6.325
1476.5,11.612
1506,15.055
1535.5,14.821
1566,13.884
1596.5,20.364
1627,20.85
1657.5,15.015
1688.5,3.601
1719,-4.201
1749.5,-0.445
1780,-0.388
1810.5,7.029
1841.5,7.831
1871,11.384
1900.5,11.051
1931,11.332
1961.5,15.184
1992,14.71
2022.5,1.857
2053.5,-13.957
2084,-19.838
2114.5,-15.831
2145,-13.146
2175.5,-3.463
2206.5,-2.916
2236.5,-3.327
2266.5,2.682
2297,4.57
2327.5,1.785
2358,-0.133
2388.5,-9.674
2419.5,-22.764
2450,-21.269
2480.5,-18.86
2511,-8.158
2541.5,1.921
2572.5,4.112
2602,4.29
2631.5,4.065
2662,8.35
2692.5,10.729
2723,7.261
2753.5,1.385
2784.5,-15.259
2815,-21.857
2845.5,-14.911
2876,-14.558
2906.5,-7.835
2937.5,-8.447
2967,-5.937
2996.5,-5.108
3027,-6.123
3057.5,-3.831
3088,-11.282
3118.5,-28.285
3149.5,-48.277
3180,-60.804
3210.5,-56.818
3241,-54.355
3269.5,-57.44
3335.5,-46.091
3361.5,-51.288
3392,-47.139
3422.5,-48.937
3485.5,-65.316
3514.5,-86.391
3545,-87.983
3575.5,-93.195
3591.5,-92.895
3652,-84.681
3667.5,-89.034
3697.5,-84.926
3727.5,-82.464
3746.5,-84.85
3819,-86.658
3849.5,-110.647
3880.5,-134.27
3908,-145.608
3974.5,-134.878
4002.5,-137.017
4033.5,-130.852
4062,-127.817
4128,-128.333
4153.5,-126.575
4184,-122.36
4214.5,-126.124
4306.5,-134.371
4337,-129.21
4367.5,-122.64
4391.5,-121.094
4457.5,-116.874
4488,-118.951
4518.5,-116.178
4546,-116.585
4610.5,-147.51
4641,-147.781
4671.5,-142.435
4703,-138.533
4769.5,-137.344
4793,-135.936
4822.5,-124.452
4853,-128.012
4864,-124.936
4943.5,-132.309
4975.5,-137.888
5004.5,-140.629
5104.5,-122.385
5128.5,-120.899
5157,-120.807
5188.5,-119.025
5253,-119.69
5280,-120.439
5309.5,-133.462
5346.5,-160.413
5444.5,-149.51
5471.5,-148.757
5499,-144.037
5568.5,-141.349
5592.5,-140.295
5610.5,-137.996
5640,-140.562
