mscn_sol,JPL
mscn,89
lat,
lon,
mscn_area,115449.338
CRI Filter,land
land_area,115449.338
Solution,JPL RL06M v01 Mascons
Acknowledgement,"GRACE land are available at http://grace.jpl.nasa.gov, supported by the NASA MEaSUREs Program."
Citation 1,"D.N. Wiese. 2015. GRACE monthly global water mass grids NETCDF RELEASE 5.0. Ver. 5.0. PO.DAAC, CA, USA. Dataset accessed 2017-07-01 at http://dx.doi.org/10.5067/TEMSC-OCL05."
Citation 2,"Watkins, M. M., D. N. Wiese, D.-N. Yuan, C. Boening, and F. W. Landerer (2015), Improved methods for observing Earth’s time variable mass distribution with GRACE using spherical cap mascons, J. Geophys. Res. Solid Earth, 120, doi:10.1002/2014JB011547."
Citation 3,"Wiese, D. N., F. W. Landerer, and M. M. Watkins (2016), Quantifying and reducing leakage errors in the JPL RL05M GRACE mascon solution, Water Resour. Res., 52, 7490–7502, doi:10.1002/2016WR019344."
Data Portal,http://ccar.colorado.edu/grace/

days since 1/1/2002,Gt
106.5,14.979
129.5,14.161
227.5,8.477
258,9.108
288.5,9.438
319,8.902
349.5,8.031
380.5,9.747
410,7.548
439.5,9.076
470,7.902
495.5,7.286
561.5,4.592
592.5,3.545
623,4.735
653,3.251
684,2.86
714.5,4.752
736.5,2.975
777,3.527
805.5,3.274
836,2.835
866.5,3.04
897,3.685
927.5,2.354
958.5,0.418
989,-1.004
1019.5,-0.277
1050,-1.262
1080.5,-0.227
1111.5,-1.284
1141,-1.465
1170.5,0.016
1201,-0.723
1231.5,0.753
1262,0.884
1292.5,-2.506
1323.5,-3.577
1354,-4.951
1384.5,-3.434
1415,-3.522
1445.5,-2.038
1476.5,-3.291
1506,-1.097
1535.5,0.302
1566,1.16
1596.5,1.457
1627,1.71
1657.5,0.674
1688.5,0.296
1719,0.609
1749.5,1.458
1780,1.303
1810.5,0.529
1841.5,-0.298
1871,2.878
1900.5,1.967
1931,0.772
1961.5,1.075
1992,1.76
2022.5,-0.37
2053.5,-1.309
2084,-2.152
2114.5,-3.493
2145,-3.586
2175.5,-2.112
2206.5,-1.936
2236.5,-0.248
2266.5,2.068
2297,2.207
2327.5,2.655
2358,2.562
2388.5,0.631
2419.5,-1.305
2450,-1.038
2480.5,-0.549
2511,-1.378
2541.5,-0.162
2572.5,1.148
2602,-0.252
2631.5,0.031
2662,0.972
2692.5,0.411
2723,1.972
2753.5,0.526
2784.5,-1.919
2815,-1.264
2845.5,0.059
2876,-1.124
2906.5,-1.798
2937.5,0.423
2967,-0.624
2996.5,1.465
3027,-0.322
3057.5,1.133
3088,0.141
3118.5,-2.36
3149.5,-3.394
3180,-2.767
3210.5,-2.117
3241,-2.442
3269.5,-1.066
3335.5,-0.365
3361.5,-1.224
3392,-0.872
3422.5,-0.92
3485.5,-2.192
3514.5,-3.326
3545,-3.139
3575.5,-4.182
3591.5,-3.507
3652,-3.255
3667.5,-3.541
3697.5,-2.939
3727.5,-1.188
3746.5,-0.959
3819,-0.719
3849.5,-4.207
3880.5,-7.342
3908,-7.578
3974.5,-8.157
4002.5,-8.935
4033.5,-10.186
4062,-11.077
4128,-7.763
4153.5,-8.347
4184,-8.496
4214.5,-12.139
4306.5,-4.788
4337,-5.373
4367.5,-4.26
4391.5,-3.308
4457.5,-1.245
4488,-0.929
4518.5,-1.543
4546,-1.921
4610.5,-2.849
4641,-3.151
4671.5,-3.046
4703,-0.728
4769.5,1.125
4793,3.323
4822.5,4.123
4853,3.075
4864,3.409
4943.5,2.363
4975.5,1.163
5004.5,1.555
5104.5,3.925
5128.5,5.089
5157,6.055
5188.5,6.154
5253,8.62
5280,8.531
5309.5,5.573
5346.5,4.038
5444.5,8.688
5471.5,9.819
5499,10.086
5568.5,9.921
5592.5,9.711
5610.5,9.006
5640,10.898
