mscn_sol,JPL
mscn,17
lat,
lon,
mscn_area,116565.4355
CRI Filter,land
land_area,20184.4214
Solution,JPL RL06M v01 Mascons
Acknowledgement,"GRACE land are available at http://grace.jpl.nasa.gov, supported by the NASA MEaSUREs Program."
Citation 1,"D.N. Wiese. 2015. GRACE monthly global water mass grids NETCDF RELEASE 5.0. Ver. 5.0. PO.DAAC, CA, USA. Dataset accessed 2017-07-01 at http://dx.doi.org/10.5067/TEMSC-OCL05."
Citation 2,"Watkins, M. M., D. N. Wiese, D.-N. Yuan, C. Boening, and F. W. Landerer (2015), Improved methods for observing Earth’s time variable mass distribution with GRACE using spherical cap mascons, J. Geophys. Res. Solid Earth, 120, doi:10.1002/2014JB011547."
Citation 3,"Wiese, D. N., F. W. Landerer, and M. M. Watkins (2016), Quantifying and reducing leakage errors in the JPL RL05M GRACE mascon solution, Water Resour. Res., 52, 7490–7502, doi:10.1002/2016WR019344."
Data Portal,http://ccar.colorado.edu/grace/

days since 1/1/2002,Gt
106.5,1.719
129.5,4.663
227.5,10.025
258,9.873
288.5,10.266
319,9.056
349.5,6.433
380.5,5.478
410,1.481
439.5,4.994
470,8.942
495.5,6.681
561.5,9.54
592.5,6.218
623,5.203
653,6.898
684,5.133
714.5,5.052
736.5,1.814
777,3.923
805.5,3.286
836,3.869
866.5,5.384
897,6.887
927.5,3.852
958.5,1.607
989,2.356
1019.5,5.377
1050,4.057
1080.5,0.091
1111.5,-0.854
1141,-1.566
1170.5,-0.286
1201,0.181
1231.5,1.006
1262,2.086
1292.5,0.564
1323.5,-1.257
1354,-1.324
1384.5,0.748
1415,-0.834
1445.5,-3.475
1476.5,-6.919
1506,-2.772
1535.5,-0.318
1566,-5.372
1596.5,-1.333
1627,-2.245
1657.5,0.991
1688.5,0.228
1719,3.479
1749.5,5.195
1780,1.273
1810.5,-2.89
1841.5,-1.897
1871,1.6
1900.5,-0.392
1931,-1.979
1961.5,-1.426
1992,1.323
2022.5,3.324
2053.5,2.329
2084,4.298
2114.5,5.126
2145,1.849
2175.5,-0.515
2206.5,-1.838
2236.5,-3.328
2266.5,-2.689
2297,-1.419
2327.5,0.85
2358,3.622
2388.5,0.238
2419.5,-2.395
2450,-1.979
2480.5,-2.611
2511,-1.093
2541.5,-4.278
2572.5,-4.275
2602,-4.299
2631.5,-3.487
2662,-3.83
2692.5,-3.627
2723,1.604
2753.5,2.026
2784.5,-2.746
2815,-3.406
2845.5,1.443
2876,-0.706
2906.5,-2.224
2937.5,-3.965
2967,-4.099
2996.5,-1.997
3027,-2.524
3057.5,-2.489
3088,1.827
3118.5,-2.018
3149.5,-1.917
3180,-0.842
3210.5,-1.133
3241,-1.308
3269.5,-3.187
3335.5,-8.084
3361.5,-6.061
3392,-8.75
3422.5,-5.334
3485.5,-6.159
3514.5,-8.674
3545,-12.184
3575.5,-10.832
3591.5,-9.666
3652,-15.562
3667.5,-15.184
3697.5,-15.248
3727.5,-14.324
3746.5,-13.251
3819,-11.219
3849.5,-17.06
3880.5,-19.029
3908,-16.505
3974.5,-14.96
4002.5,-16.613
4033.5,-18.577
4062,-18.149
4128,-14.912
4153.5,-19.496
4184,-18.39
4214.5,-19.074
4306.5,-15.223
4337,-18.456
4367.5,-20.676
4391.5,-15.271
4457.5,-20.575
4488,-21.369
4518.5,-20.633
4546,-17.221
4610.5,-19.79
4641,-22.108
4671.5,-23.712
4703,-19.79
4769.5,-18.4
4793,-19.656
4822.5,-23.849
4853,-23.141
4864,-23.713
4943.5,-20.387
4975.5,-24.481
5004.5,-21.013
5104.5,-23.714
5128.5,-20.778
5157,-26.04
5188.5,-26.375
5253,-20.999
5280,-20.568
5309.5,-20.233
5346.5,-21.513
5444.5,-13.87
5471.5,-21.892
5499,-24.635
5568.5,-25.286
5592.5,-21.702
5610.5,-20.478
5640,-16.812
