mscn_sol,JPL
mscn,212
lat,
lon,
mscn_area,113393.5974
CRI Filter,land
land_area,112072.0889
Solution,JPL RL06M v01 Mascons
Acknowledgement,"GRACE land are available at http://grace.jpl.nasa.gov, supported by the NASA MEaSUREs Program."
Citation 1,"D.N. Wiese. 2015. GRACE monthly global water mass grids NETCDF RELEASE 5.0. Ver. 5.0. PO.DAAC, CA, USA. Dataset accessed 2017-07-01 at http://dx.doi.org/10.5067/TEMSC-OCL05."
Citation 2,"Watkins, M. M., D. N. Wiese, D.-N. Yuan, C. Boening, and F. W. Landerer (2015), Improved methods for observing Earth’s time variable mass distribution with GRACE using spherical cap mascons, J. Geophys. Res. Solid Earth, 120, doi:10.1002/2014JB011547."
Citation 3,"Wiese, D. N., F. W. Landerer, and M. M. Watkins (2016), Quantifying and reducing leakage errors in the JPL RL05M GRACE mascon solution, Water Resour. Res., 52, 7490–7502, doi:10.1002/2016WR019344."
Data Portal,http://ccar.colorado.edu/grace/

days since 1/1/2002,Gt
106.5,30.597
129.5,32.469
227.5,6.427
258,2.111
288.5,9.158
319,5.821
349.5,11.326
380.5,12.743
410,11.865
439.5,12.923
470,13.452
495.5,17.209
561.5,-3.132
592.5,-19.564
623,-24.804
653,-20.464
684,-16.29
714.5,-5.344
736.5,-4.445
777,-7.517
805.5,-2.322
836,8.611
866.5,8.944
897,7.652
927.5,-1.933
958.5,-15.68
989,-19.152
1019.5,-19.924
1050,-12.898
1080.5,-6.773
1111.5,-3.734
1141,2.071
1170.5,6.457
1201,9.858
1231.5,15.58
1262,15.23
1292.5,6.927
1323.5,-2.96
1354,-6.254
1384.5,-1.364
1415,0.914
1445.5,7.088
1476.5,13.014
1506,16.872
1535.5,16.61
1566,15.56
1596.5,22.822
1627,23.367
1657.5,16.828
1688.5,4.036
1719,-4.708
1749.5,-0.499
1780,-0.435
1810.5,7.877
1841.5,8.777
1871,12.758
1900.5,12.385
1931,12.701
1961.5,17.017
1992,16.486
2022.5,2.081
2053.5,-15.641
2084,-22.233
2114.5,-17.742
2145,-14.733
2175.5,-3.881
2206.5,-3.268
2236.5,-3.729
2266.5,3.006
2297,5.121
2327.5,2.001
2358,-0.149
2388.5,-10.842
2419.5,-25.512
2450,-23.836
2480.5,-21.137
2511,-9.142
2541.5,2.153
2572.5,4.608
2602,4.808
2631.5,4.556
2662,9.359
2692.5,12.024
2723,8.138
2753.5,1.552
2784.5,-17.101
2815,-24.496
2845.5,-16.711
2876,-16.316
2906.5,-8.78
2937.5,-9.467
2967,-6.654
2996.5,-5.725
3027,-6.862
3057.5,-4.293
3088,-12.644
3118.5,-31.7
3149.5,-54.105
3180,-68.145
3210.5,-63.677
3241,-60.917
3269.5,-64.375
3335.5,-51.655
3361.5,-57.479
3392,-52.829
3422.5,-54.844
3485.5,-73.201
3514.5,-96.82
3545,-98.605
3575.5,-104.446
3591.5,-104.109
3652,-94.904
3667.5,-99.782
3697.5,-95.179
3727.5,-92.42
3746.5,-95.094
3819,-97.119
3849.5,-124.004
3880.5,-150.479
3908,-163.186
3974.5,-151.161
4002.5,-153.558
4033.5,-146.649
4062,-143.247
4128,-143.826
4153.5,-141.856
4184,-137.132
4214.5,-141.35
4306.5,-150.593
4337,-144.808
4367.5,-137.445
4391.5,-135.713
4457.5,-130.983
4488,-133.311
4518.5,-130.203
4546,-130.659
4610.5,-165.318
4641,-165.621
4671.5,-159.63
4703,-155.257
4769.5,-153.924
4793,-152.346
4822.5,-139.475
4853,-143.466
4864,-140.018
4943.5,-148.282
4975.5,-154.534
5004.5,-157.605
5104.5,-137.159
5128.5,-135.494
5157,-135.391
5188.5,-133.394
5253,-134.139
5280,-134.979
5309.5,-149.573
5346.5,-179.778
5444.5,-167.559
5471.5,-166.715
5499,-161.425
5568.5,-158.413
5592.5,-157.231
5610.5,-154.655
5640,-157.531
