mscn_sol,JPL
mscn,56
lat,
lon,
mscn_area,115926.8779
CRI Filter,land
land_area,75895.6607
Solution,JPL RL06M v01 Mascons
Acknowledgement,"GRACE land are available at http://grace.jpl.nasa.gov, supported by the NASA MEaSUREs Program."
Citation 1,"D.N. Wiese. 2015. GRACE monthly global water mass grids NETCDF RELEASE 5.0. Ver. 5.0. PO.DAAC, CA, USA. Dataset accessed 2017-07-01 at http://dx.doi.org/10.5067/TEMSC-OCL05."
Citation 2,"Watkins, M. M., D. N. Wiese, D.-N. Yuan, C. Boening, and F. W. Landerer (2015), Improved methods for observing Earth’s time variable mass distribution with GRACE using spherical cap mascons, J. Geophys. Res. Solid Earth, 120, doi:10.1002/2014JB011547."
Citation 3,"Wiese, D. N., F. W. Landerer, and M. M. Watkins (2016), Quantifying and reducing leakage errors in the JPL RL05M GRACE mascon solution, Water Resour. Res., 52, 7490–7502, doi:10.1002/2016WR019344."
Data Portal,http://ccar.colorado.edu/grace/

days since 1/1/2002,Gt
106.5,46.642
129.5,49.125
227.5,46.801
258,43.405
288.5,46.504
319,51.329
349.5,49.38
380.5,49.187
410,50.355
439.5,48.099
470,46.495
495.5,48.577
561.5,36.151
592.5,37.513
623,39.404
653,40.371
684,38.175
714.5,37.303
736.5,38.534
777,36.15
805.5,33.706
836,34.469
866.5,31.159
897,30.234
927.5,30.995
958.5,32.582
989,35.445
1019.5,35.699
1050,41.688
1080.5,45.671
1111.5,44.154
1141,44.768
1170.5,46.956
1201,45.172
1231.5,44.9
1262,44.61
1292.5,39.859
1323.5,31.202
1354,29.269
1384.5,29.435
1415,29.643
1445.5,35.109
1476.5,31.379
1506,29.611
1535.5,25.997
1566,25.662
1596.5,22.055
1627,24.685
1657.5,19.988
1688.5,15.297
1719,11.738
1749.5,12.77
1780,15.845
1810.5,16.876
1841.5,13.993
1871,8.518
1900.5,8.012
1931,9.176
1961.5,5.291
1992,3.322
2022.5,-1.736
2053.5,-11.815
2084,-16.753
2114.5,-17.321
2145,-17.863
2175.5,-17.132
2206.5,-17.97
2236.5,-17.488
2266.5,-19.482
2297,-24.031
2327.5,-28.646
2358,-29.977
2388.5,-36.475
2419.5,-40.848
2450,-44.686
2480.5,-48.555
2511,-47.688
2541.5,-43.662
2572.5,-42.188
2602,-49.093
2631.5,-51.486
2662,-51.583
2692.5,-53.367
2723,-53.259
2753.5,-58.332
2784.5,-69.292
2815,-70.857
2845.5,-72.744
2876,-69.995
2906.5,-67.303
2937.5,-67.395
2967,-68.509
2996.5,-69.493
3027,-69.14
3057.5,-67.751
3088,-69.892
3118.5,-79.75
3149.5,-84.145
3180,-87.724
3210.5,-85.405
3241,-84.02
3269.5,-82.406
3335.5,-84.022
3361.5,-81.912
3392,-82.569
3422.5,-87.175
3485.5,-103.372
3514.5,-112.615
3545,-112.68
3575.5,-112.302
3591.5,-112.368
3652,-112.3
3667.5,-115.36
3697.5,-116.05
3727.5,-114.768
3746.5,-117.544
3819,-123.974
3849.5,-129.673
3880.5,-137.988
3908,-140.222
3974.5,-140.374
4002.5,-139.522
4033.5,-140.704
4062,-143.763
4128,-149.166
4153.5,-146.331
4184,-143.166
4214.5,-144.178
4306.5,-145.776
4337,-143.314
4367.5,-144.555
4391.5,-147.031
4457.5,-149.745
4488,-151.95
4518.5,-153.489
4546,-155.282
4610.5,-162.521
4641,-161.918
4671.5,-161.869
4703,-162.787
4769.5,-167.89
4793,-165.806
4822.5,-170.948
4853,-169.516
4864,-173.022
4943.5,-189.407
4975.5,-196.099
5004.5,-197.141
5104.5,-195.823
5128.5,-193.421
5157,-196.711
5188.5,-199.485
5253,-203.619
5280,-200.68
5309.5,-203.814
5346.5,-211.993
5444.5,-204.158
5471.5,-202.879
5499,-196.233
5568.5,-203.392
5592.5,-207.49
5610.5,-213.442
5640,-212.123
